path,r_1,r_1_angles,r_1_nfev
graphs/main/nodes_12/depth_3/289.gml,0.6964285714270891,[ 0.78426324 -3.04608394],42
graphs/main/nodes_12/depth_3/290.gml,0.8502176368935895,[ 2.96342535 -2.86593406],30
graphs/main/nodes_12/depth_3/291.gml,0.7208132847466582,[-1.21169528  0.62160696],45
graphs/main/nodes_12/depth_3/292.gml,0.8077065309422143,[ 1.39318716 -2.75917151],27
graphs/main/nodes_12/depth_3/293.gml,0.8382959008574374,[ 2.94344354 -2.83347893],24
graphs/main/nodes_12/depth_3/294.gml,0.7971587548091164,[ 1.78708257 -2.42184434],66
graphs/main/nodes_12/depth_3/295.gml,0.7586206896551717,[ 0.78539802 -2.95016323],18
graphs/main/nodes_12/depth_3/296.gml,0.8301193436028794,[0.18775546 2.84549962],123
graphs/main/nodes_12/depth_3/297.gml,0.6874999999999915,[0.78539863 0.0748328 ],24
graphs/main/nodes_12/depth_3/298.gml,0.8543887962968708,[ 2.99280399 -2.89024639],33
graphs/main/nodes_12/depth_3/299.gml,0.8537929473312227,[ 2.98512127 -2.87908773],24
graphs/main/nodes_12/depth_3/300.gml,0.8592534642749305,[ 2.97058865 -2.86238341],30
graphs/main/nodes_12/depth_3/301.gml,0.8277367157753274,[-1.40382878 -1.9158466 ],30
graphs/main/nodes_12/depth_3/302.gml,0.815205398464031,[-2.95944494 -1.85914774],39
graphs/main/nodes_12/depth_3/303.gml,0.7199999999993518,[ 0.7854033  -3.09178737],27
graphs/main/nodes_12/depth_3/304.gml,0.8625698982919278,[ 2.97408837 -2.87422253],30
graphs/main/nodes_12/depth_3/305.gml,0.8221767666845774,[-1.7743535  -0.41281513],33
graphs/main/nodes_12/depth_3/306.gml,0.7308512084872718,[-1.3923838  -1.87274457],33
graphs/main/nodes_12/depth_3/307.gml,0.6911545130240953,[ 1.01223886 -0.26572373],33
graphs/main/nodes_12/depth_3/308.gml,0.7713482330185897,[ 1.35036782 -0.81005045],39
graphs/main/nodes_12/depth_3/309.gml,0.861798682339266,[ 2.96539287 -2.86386629],21
graphs/main/nodes_12/depth_3/310.gml,0.8339618431161269,[ 0.17939791 -1.85635906],45
graphs/main/nodes_12/depth_3/311.gml,0.8230793032247425,[-2.94749471  2.84042717],75
graphs/main/nodes_12/depth_3/312.gml,0.7666666666564813,[ 2.35614239 -1.65508404],18
graphs/main/nodes_12/depth_3/313.gml,0.8120292177329937,[-2.9494058  -0.30021163],72
graphs/main/nodes_12/depth_3/314.gml,0.829451451428305,[-2.98012604 -1.83552289],99
graphs/main/nodes_12/depth_3/315.gml,0.7464000851228095,[-1.38380081 -0.60289841],66
graphs/main/nodes_12/depth_3/316.gml,0.7467720925406538,[1.38899761 0.36461951],54
graphs/main/nodes_12/depth_3/317.gml,0.7941175668305599,[-1.78861357 -2.00305883],45
graphs/main/nodes_12/depth_3/318.gml,0.8014331230122701,[ 2.94574395 -2.83877562],21
graphs/main/nodes_12/depth_3/319.gml,0.734118185100013,[1.35071881 0.7636794 ],30
graphs/main/nodes_12/depth_3/320.gml,0.8121332858868566,[ 0.20080063 -0.30517805],27
graphs/main/nodes_12/depth_3/321.gml,0.7430850904642731,[ 2.24729891 -0.74413021],51
graphs/main/nodes_12/depth_3/322.gml,0.7003128511200432,[-1.79674665 -2.28759945],30
graphs/main/nodes_12/depth_3/323.gml,0.6957086494819772,[ 1.37344644 -0.98174585],66
graphs/main/nodes_12/depth_3/324.gml,0.8484106137251514,[ 2.98047736 -2.87528751],33
graphs/main/nodes_12/depth_3/325.gml,0.837882178401339,[ 2.9642402  -2.86654809],30
graphs/main/nodes_12/depth_3/326.gml,0.7673781174891073,[1.35215907 1.13590304],30
graphs/main/nodes_12/depth_3/327.gml,0.7668773864926385,[1.35979227 0.76925449],33
graphs/main/nodes_12/depth_3/328.gml,0.8065681256574848,[ 0.21144527 -0.32801425],33
graphs/main/nodes_12/depth_3/329.gml,0.7241379310337179,[-2.35618996 -1.98295277],36
graphs/main/nodes_12/depth_3/330.gml,0.80529690792112,[-0.18740697 -1.27754552],45
graphs/main/nodes_12/depth_3/331.gml,0.8313031097499628,[-0.1879327  -1.27243392],42
graphs/main/nodes_12/depth_3/332.gml,0.7678286524592031,[-1.79346933 -2.34218861],30
graphs/main/nodes_12/depth_3/333.gml,0.8209075116290852,[ 1.37628647 -0.37872064],24
graphs/main/nodes_12/depth_3/334.gml,0.7499999999998406,[ 0.78540044 -1.7112815 ],21
graphs/main/nodes_12/depth_3/335.gml,0.759259259259225,[-0.78539895 -1.03701316],24
graphs/main/nodes_12/depth_3/336.gml,0.7460962188230476,[ 1.35175103 -0.79604089],36
graphs/main/nodes_12/depth_3/337.gml,0.7974709706669432,[ 2.96363896 -2.85181115],24
graphs/main/nodes_12/depth_3/338.gml,0.7868809800696993,[ 2.94810245 -2.83297007],24
graphs/main/nodes_12/depth_3/339.gml,0.7037163505508629,[ 0.94047878 -2.81004438],27
graphs/main/nodes_12/depth_3/340.gml,0.7419680887405589,[ 1.33071285 -0.8238728 ],33
graphs/main/nodes_12/depth_3/341.gml,0.7087654040314554,[ 1.26928064 -0.79106183],42
graphs/main/nodes_12/depth_3/342.gml,0.797204132803336,[-1.40784221  2.80818303],39
graphs/main/nodes_12/depth_3/343.gml,0.7813574903933717,[ 1.37573331 -0.617524  ],33
graphs/main/nodes_12/depth_3/344.gml,0.7407109484284997,[-1.34804028 -2.74020131],54
graphs/main/nodes_12/depth_3/345.gml,0.7500000007160549,[ 2.33561806 -3.13902994],30
graphs/main/nodes_12/depth_3/346.gml,0.758620689654935,[-2.35619204 -2.94699275],27
graphs/main/nodes_12/depth_3/347.gml,0.7475197421368739,[ 2.92861002 -2.82632884],24
graphs/main/nodes_12/depth_3/348.gml,0.6411127202220709,[ 2.19070501 -1.93854462],48
graphs/main/nodes_12/depth_3/349.gml,0.8231263622391077,[ 2.96443471 -2.85664908],30
graphs/main/nodes_12/depth_3/350.gml,0.7448969002095431,[-1.81106312 -0.77043723],39
graphs/main/nodes_12/depth_3/351.gml,0.8590648533681245,[ 2.9786522 -2.8749913],21
graphs/main/nodes_12/depth_3/352.gml,0.7205392776720501,[ 1.35071089 -0.7860698 ],27
graphs/main/nodes_12/depth_3/353.gml,0.790137510700095,[1.34735158 0.80160266],27
graphs/main/nodes_12/depth_3/354.gml,0.8309586092223347,[ 1.34957398 -0.45899037],24
graphs/main/nodes_12/depth_3/355.gml,0.8396223504469796,[-0.18871709 -1.27817149],36
graphs/main/nodes_12/depth_3/356.gml,0.7432036949302383,[-1.93582363 -0.14774268],27
graphs/main/nodes_12/depth_3/357.gml,0.7799031031217717,[-1.40919206 -1.90172134],33
graphs/main/nodes_12/depth_3/358.gml,0.7650815012479073,[1.17791361 1.21329355],27
graphs/main/nodes_12/depth_3/359.gml,0.848877691658328,[ 0.18274417 -1.8617714 ],48
graphs/main/nodes_12/depth_3/360.gml,0.8031437422074352,[1.35856648 1.11477235],30
graphs/main/nodes_12/depth_3/361.gml,0.7333333333332813,[-0.78539715 -1.0509503 ],24
graphs/main/nodes_12/depth_3/362.gml,0.8117573722342394,[-1.38723783 -1.96086021],27
graphs/main/nodes_12/depth_3/363.gml,0.7821048572444435,[ 1.92045063 -0.76775504],42
graphs/main/nodes_12/depth_3/364.gml,0.8247282495484669,[ 0.20274694 -0.30510984],27
graphs/main/nodes_12/depth_3/365.gml,0.7305086700018625,[ 1.37958093 -0.86047801],36
graphs/main/nodes_12/depth_3/366.gml,0.7432639920200791,[-1.38707416 -0.81465911],36
graphs/main/nodes_12/depth_3/367.gml,0.686344522159061,[-1.42548886 -1.13532279],48
graphs/main/nodes_12/depth_3/368.gml,0.7526402309540885,[ 1.3603296  -0.96427695],54
graphs/main/nodes_12/depth_3/369.gml,0.7848869780066036,[ 1.3663082  -2.75410276],24
graphs/main/nodes_12/depth_3/370.gml,0.7549760165757888,[-1.26722534 -1.98338421],33
graphs/main/nodes_12/depth_3/371.gml,0.7787485042902209,[-1.39992778  2.79557637],33
graphs/main/nodes_12/depth_3/372.gml,0.6827935920525311,[-1.97165056  2.12564159],60
graphs/main/nodes_12/depth_3/373.gml,0.7407407407404569,[ 0.78539471 -2.83806964],24
graphs/main/nodes_12/depth_3/374.gml,0.7719338585008789,[ 2.95382497 -2.84345761],27
graphs/main/nodes_12/depth_3/375.gml,0.6786067825554696,[-0.87443534 -1.78677813],51
graphs/main/nodes_12/depth_3/376.gml,0.8385394151455013,[ 1.39178584 -0.33628335],24
graphs/main/nodes_12/depth_3/377.gml,0.8184757417688118,[ 0.18383638 -1.86518553],42
graphs/main/nodes_12/depth_3/378.gml,0.8185737131607869,[-2.96768293 -1.84980804],45
graphs/main/nodes_12/depth_3/379.gml,0.8114672604453166,[-0.17433663 -1.28894759],45
graphs/main/nodes_12/depth_3/380.gml,0.6851851851850941,[ 0.78539908 -2.68589788],27
graphs/main/nodes_12/depth_3/381.gml,0.7981624333931763,[-1.80373341 -0.43019874],30
graphs/main/nodes_12/depth_3/382.gml,0.6980457058981184,[ 1.2027213  -0.41466916],45
graphs/main/nodes_12/depth_3/383.gml,0.7166679331104397,[-2.32164901 -1.94199429],21
graphs/main/nodes_12/depth_3/384.gml,0.7777737953564962,[-1.36035262 -2.39477581],54
graphs/main/nodes_12/depth_3/385.gml,0.8547156530219864,[-2.94816464 -0.29707185],36
graphs/main/nodes_12/depth_3/386.gml,0.815966975048949,[2.95762325 0.29024849],141
graphs/main/nodes_12/depth_3/387.gml,0.7553845466131485,[-1.34791899 -2.35240819],54
graphs/main/nodes_12/depth_3/388.gml,0.7183041453174426,[-1.78851469 -0.8748004 ],51
graphs/main/nodes_12/depth_3/389.gml,0.8174394030077272,[-2.96690326 -0.27708169],45
graphs/main/nodes_12/depth_3/390.gml,0.819212712191576,[ 0.18466903 -1.86489183],45
graphs/main/nodes_12/depth_3/391.gml,0.722953074972674,[-1.75214275 -2.07504462],33
graphs/main/nodes_12/depth_3/392.gml,0.8086728613494155,[ 2.95202355 -2.84551749],27
graphs/main/nodes_12/depth_3/393.gml,0.799984620638812,[ 2.97245278 -2.86542289],21
graphs/main/nodes_12/depth_3/394.gml,0.7787180609432052,[ 1.76278247 -1.18483309],60
graphs/main/nodes_12/depth_3/395.gml,0.7005231857163886,[-1.41929888 -1.99697066],27
graphs/main/nodes_12/depth_3/396.gml,0.8327389019377043,[-2.95320283 -1.87053277],42
graphs/main/nodes_12/depth_3/397.gml,0.8343230493573115,[ 2.93483382 -2.82372693],21
graphs/main/nodes_12/depth_3/398.gml,0.7610524421441944,[-1.35392875 -2.36066161],39
graphs/main/nodes_12/depth_3/399.gml,0.7277978242063021,[ 1.35886072 -0.38274214],24
graphs/main/nodes_12/depth_3/400.gml,0.8517899048357207,[ 2.96524806 -1.28908367],51
graphs/main/nodes_12/depth_3/401.gml,0.8503947812955513,[ 2.97537532 -2.87505301],21
graphs/main/nodes_12/depth_3/402.gml,0.821672730690277,[-0.17536301  0.28334583],45
graphs/main/nodes_12/depth_3/403.gml,0.8128935392733868,[-1.798556    0.80545112],45
graphs/main/nodes_12/depth_3/404.gml,0.8054673297750606,[1.36142914 0.42940722],48
graphs/main/nodes_12/depth_3/405.gml,0.8601059942404761,[-2.96593912 -1.84818904],42
graphs/main/nodes_12/depth_3/406.gml,0.7225283074268398,[ 1.010682   -0.46469158],39
graphs/main/nodes_12/depth_3/407.gml,0.867474962436239,[ 2.98902663 -2.88538043],24
graphs/main/nodes_12/depth_3/408.gml,0.708333333333333,[-0.78539814  2.39981057],24
graphs/main/nodes_12/depth_3/409.gml,0.74072743565762,[-1.94050095 -2.53793351],24
graphs/main/nodes_12/depth_3/410.gml,0.8170815467746912,[ 2.96876049 -2.86625006],21
graphs/main/nodes_12/depth_3/411.gml,0.7817107530528877,[1.37222012 0.37202407],60
graphs/main/nodes_12/depth_3/412.gml,0.7147604072898849,[ 2.10256017 -0.37048652],42
graphs/main/nodes_12/depth_3/413.gml,0.8659922648591417,[-0.18122014 -1.2849586 ],102
graphs/main/nodes_12/depth_3/414.gml,0.8424450112087076,[ 2.95161654 -1.27390126],42
graphs/main/nodes_12/depth_3/415.gml,0.8135502083830781,[-2.94121254 -1.87709149],39
graphs/main/nodes_12/depth_3/416.gml,0.7792851503540645,[1.38033237 1.14890788],27
graphs/main/nodes_12/depth_3/417.gml,0.8029166020792056,[-1.81110424 -2.72663881],36
graphs/main/nodes_12/depth_3/418.gml,0.7199999999999462,[-0.78539883 -2.02838818],21
graphs/main/nodes_12/depth_3/419.gml,0.8917021107962364,[ 2.98559568 -2.88289526],30
graphs/main/nodes_12/depth_3/420.gml,0.7600188408207997,[1.36388707 1.17559387],33
graphs/main/nodes_12/depth_3/421.gml,0.7810243213207679,[-1.79660639 -2.40564508],30
graphs/main/nodes_12/depth_3/422.gml,0.8394328760083902,[ 2.95357521 -1.27765987],48
graphs/main/nodes_12/depth_3/423.gml,0.7661895468375233,[1.36390055 1.15441622],27
graphs/main/nodes_12/depth_3/424.gml,0.7477544758910012,[-1.76058675  2.27452459],57
graphs/main/nodes_12/depth_3/425.gml,0.8598434712595757,[-2.95532177 -1.86077442],45
graphs/main/nodes_12/depth_3/426.gml,0.7244481633676466,[ 1.37393294 -1.93052358],36
graphs/main/nodes_12/depth_3/427.gml,0.687709978952064,[-1.74228063  2.64420349],54
graphs/main/nodes_12/depth_3/428.gml,0.7407407406143499,[ 0.78643241 -0.05122979],39
graphs/main/nodes_12/depth_3/429.gml,0.7413793101639313,[-0.78456697 -1.04067924],36
graphs/main/nodes_12/depth_3/430.gml,0.7855689512034026,[1.35176073 0.40670055],78
graphs/main/nodes_12/depth_3/431.gml,0.732142857142491,[ 0.78539658 -2.72977488],21
graphs/main/nodes_12/depth_3/432.gml,0.8612853069765583,[0.15564092 2.88373899],57
graphs/main/nodes_12/depth_3/433.gml,0.741544345957181,[-1.34053652 -1.15666931],51
graphs/main/nodes_12/depth_3/434.gml,0.700471136881167,[-1.41940593 -2.02630695],27
graphs/main/nodes_12/depth_3/435.gml,0.8156970054708766,[ 1.38171881 -1.97557094],81
graphs/main/nodes_12/depth_3/436.gml,0.824572779921607,[-2.96277594 -1.85831927],42
graphs/main/nodes_12/depth_3/437.gml,0.8047910231825722,[-1.76967002 -2.02996148],30
graphs/main/nodes_12/depth_3/438.gml,0.7419354838709579,[-0.7853979  2.4001823],21
graphs/main/nodes_12/depth_3/439.gml,0.8162564621208647,[-2.95935486 -1.86085949],72
graphs/main/nodes_12/depth_3/440.gml,0.7321428571428569,[ 0.7853983  -2.87363525],27
graphs/main/nodes_12/depth_3/441.gml,0.8601367511271041,[ 2.9775621  -2.87320631],21
graphs/main/nodes_12/depth_3/442.gml,0.8427888246393913,[1.36244661 0.47983169],36
graphs/main/nodes_12/depth_3/443.gml,0.7068965517237878,[ 2.35619187 -1.24424576],27
graphs/main/nodes_12/depth_3/444.gml,0.7209654344052111,[ 1.12684948 -2.02764083],36
graphs/main/nodes_12/depth_3/445.gml,0.770887356429158,[-1.76673286 -0.84360513],39
graphs/main/nodes_12/depth_3/446.gml,0.7321428571428317,[-0.78539768 -1.04947349],21
graphs/main/nodes_12/depth_3/447.gml,0.7652478922903004,[1.35236517 2.39472859],48
graphs/main/nodes_12/depth_3/448.gml,0.7306968801750996,[-1.77052145 -1.00048692],54
graphs/main/nodes_12/depth_3/449.gml,0.7407407407407357,[-0.78539795  2.40019514],15
graphs/main/nodes_12/depth_3/450.gml,0.7491637274400907,[-1.37252696 -2.27952194],90
graphs/main/nodes_12/depth_3/451.gml,0.7981598634766763,[ 2.95419046 -2.84633821],21
graphs/main/nodes_12/depth_3/452.gml,0.7083333333333276,[-0.78539859 -1.63917699],21
graphs/main/nodes_12/depth_3/453.gml,0.7930659190838922,[-1.76032476 -0.3865353 ],30
graphs/main/nodes_12/depth_3/454.gml,0.7701592886907866,[-1.75667638 -0.36320956],33
graphs/main/nodes_12/depth_3/455.gml,0.8412959393561431,[ 2.96715429 -2.85904149],24
graphs/main/nodes_12/depth_3/456.gml,0.7531155152694884,[-1.66549873 -1.31023816],24
graphs/main/nodes_12/depth_3/457.gml,0.8383108202722731,[ 2.96452741 -2.86443539],21
graphs/main/nodes_12/depth_3/458.gml,0.7863150818286798,[1.36028817 0.44163784],51
graphs/main/nodes_12/depth_3/459.gml,0.7368302440964859,[-1.78095148  2.27763206],39
graphs/main/nodes_12/depth_3/460.gml,0.7657146007637388,[ 1.3838734  -2.75016323],27
graphs/main/nodes_12/depth_3/461.gml,0.6981947155721421,[1.23611933 2.08550031],45
graphs/main/nodes_12/depth_3/462.gml,0.7723515233738459,[-1.79139906 -2.29868428],39
graphs/main/nodes_12/depth_3/463.gml,0.7068965528747005,[0.79368753 1.57323475],45
graphs/main/nodes_12/depth_3/464.gml,0.7990330686957924,[-1.77264403 -0.70170991],45
graphs/main/nodes_12/depth_3/465.gml,0.7589717642959322,[ 1.11779099 -0.24086712],33
graphs/main/nodes_12/depth_3/466.gml,0.7341894499205606,[-1.66103994 -1.32505578],30
graphs/main/nodes_12/depth_3/467.gml,0.830966591547274,[-1.74716367 -0.31515494],36
graphs/main/nodes_12/depth_3/468.gml,0.7748442243967325,[ 1.37733227 -0.35905587],51
graphs/main/nodes_12/depth_3/469.gml,0.7938670335928848,[-1.74697593 -2.77207785],39
graphs/main/nodes_12/depth_3/470.gml,0.8048926715789629,[-1.71297751 -1.28580087],27
graphs/main/nodes_12/depth_3/471.gml,0.7763757531748244,[1.37115265 0.76591911],33
graphs/main/nodes_12/depth_3/472.gml,0.7311285577421842,[0.90072552 1.30516043],45
graphs/main/nodes_12/depth_3/473.gml,0.7472001013909283,[-1.91371334 -2.52203504],21
graphs/main/nodes_12/depth_3/474.gml,0.7643960118683558,[ 1.35236837 -0.75738002],33
graphs/main/nodes_12/depth_3/475.gml,0.713577168292837,[-1.96263506 -2.74689314],27
graphs/main/nodes_12/depth_3/476.gml,0.7712401724447935,[-1.95946209 -0.60792453],33
graphs/main/nodes_12/depth_3/477.gml,0.7187499999992804,[-0.78540725 -1.70446272],24
graphs/main/nodes_12/depth_3/478.gml,0.7332313694512741,[ 1.78399491 -0.84784135],102
graphs/main/nodes_12/depth_3/479.gml,0.7470763361752009,[-1.73930485 -2.84650447],30
graphs/main/nodes_12/depth_3/480.gml,0.7307693548561366,[ 0.83961315 -0.03130979],54
graphs/main/nodes_12/depth_3/481.gml,0.7448413795890604,[ 1.07532968 -2.68267461],27
graphs/main/nodes_12/depth_3/482.gml,0.7352025398284994,[-1.77944277 -0.71236602],48
graphs/main/nodes_12/depth_3/483.gml,0.8567853602133544,[-2.96885404 -1.8436638 ],45
graphs/main/nodes_12/depth_3/484.gml,0.8360974849679822,[-1.76666739 -2.68973927],69
graphs/main/nodes_12/depth_3/485.gml,0.792860261019365,[-1.78310591 -2.30893539],33
graphs/main/nodes_12/depth_3/486.gml,0.8722901019100601,[ 2.93758938 -2.84078315],21
graphs/main/nodes_12/depth_3/487.gml,0.7294766360316076,[ 1.11701583 -2.74328838],27
graphs/main/nodes_12/depth_3/488.gml,0.7822214035134182,[ 1.35691143 -1.15179608],30
graphs/main/nodes_12/depth_3/489.gml,0.7856568384298527,[ 1.35846815 -2.37262483],33
graphs/main/nodes_12/depth_3/490.gml,0.7119534880432171,[ 1.33516531 -0.40334482],39
graphs/main/nodes_12/depth_3/491.gml,0.7762883548354135,[-1.80369343 -2.39509914],30
graphs/main/nodes_12/depth_3/492.gml,0.7364112294523553,[-1.80477541 -2.42054134],27
graphs/main/nodes_12/depth_3/493.gml,0.7374931399286545,[-1.23675204  2.20410343],39
graphs/main/nodes_12/depth_3/494.gml,0.8183357587229494,[ 1.38445569 -1.98375973],42
graphs/main/nodes_12/depth_3/495.gml,0.78219419215893,[ 1.37771418 -2.77991674],24
graphs/main/nodes_12/depth_3/496.gml,0.6896574511080898,[-1.38184684 -0.99377898],57
graphs/main/nodes_12/depth_3/497.gml,0.7346891571910573,[1.31554617 2.33969309],60
graphs/main/nodes_12/depth_3/498.gml,0.8274841411828942,[ 2.94534693 -2.83331305],21
graphs/main/nodes_12/depth_3/499.gml,0.7591958645817916,[-1.7838077  -2.34848161],33
graphs/main/nodes_12/depth_3/500.gml,0.7461156040301523,[-1.76168668 -2.17301688],45
graphs/main/nodes_12/depth_3/501.gml,0.754993141542715,[-1.77343111 -2.4836464 ],42
graphs/main/nodes_12/depth_3/502.gml,0.7904412937184069,[-1.78181261  2.68857735],45
graphs/main/nodes_12/depth_3/503.gml,0.8357515089795454,[-1.7495049  -0.31851877],33
graphs/main/nodes_12/depth_3/504.gml,0.8167209539976107,[-0.21293638 -1.24179631],51
graphs/main/nodes_12/depth_3/505.gml,0.7747271279025557,[ 1.35955226 -1.98610449],45
graphs/main/nodes_12/depth_3/506.gml,0.791829087804801,[ 1.36214659 -2.65310068],90
graphs/main/nodes_12/depth_3/507.gml,0.8034050950612971,[-1.34310211  2.04459287],39
graphs/main/nodes_12/depth_3/508.gml,0.8477221089149338,[-1.72382708 -2.85738051],30
graphs/main/nodes_12/depth_3/509.gml,0.7298403979623175,[-1.7441992  -0.33899084],39
graphs/main/nodes_12/depth_3/510.gml,0.7231717903530196,[-1.81862966 -0.40630742],30
graphs/main/nodes_12/depth_3/511.gml,0.859757919397404,[ 2.97891773 -2.87468729],21
graphs/main/nodes_12/depth_3/512.gml,0.770532335751929,[ 1.36574181 -0.40622207],45
graphs/main/nodes_12/depth_3/513.gml,0.7908360295924304,[1.34023723 1.10895418],36
graphs/main/nodes_12/depth_3/514.gml,0.6931941060629209,[-1.7298888  -2.69204156],30
graphs/main/nodes_12/depth_3/515.gml,0.703703703703703,[2.35619461 2.31841646],24
graphs/main/nodes_12/depth_3/516.gml,0.7429434880391592,[-1.39549663  1.9328286 ],96
graphs/main/nodes_12/depth_3/517.gml,0.7760277548421604,[ 0.19041504 -1.87603986],120
graphs/main/nodes_12/depth_3/518.gml,0.7960577967017964,[-1.73458615 -1.89979134],36
graphs/main/nodes_12/depth_3/519.gml,0.7834576439316935,[ 1.37272992 -2.66772959],30
graphs/main/nodes_12/depth_3/520.gml,0.7249734334316698,[-1.32611564 -0.74366184],39
graphs/main/nodes_12/depth_3/521.gml,0.7068965517241375,[-0.78539823  2.40019676],18
graphs/main/nodes_12/depth_3/522.gml,0.7306180745954509,[ 1.73135171 -0.70636212],42
graphs/main/nodes_12/depth_3/523.gml,0.8133770261184279,[ 2.94220403 -1.26494906],54
graphs/main/nodes_12/depth_3/524.gml,0.7321428571428409,[-0.78539859  2.40018329],18
graphs/main/nodes_12/depth_3/525.gml,0.7901721401988521,[1.3819008  1.20366741],27
graphs/main/nodes_12/depth_3/526.gml,0.7131823907233439,[-1.8379392  -2.30172585],24
graphs/main/nodes_12/depth_3/527.gml,0.7414564016453624,[-1.85183495 -0.78130385],39
graphs/main/nodes_12/depth_3/528.gml,0.8264736674291525,[-1.40933377 -1.2823187 ],27
graphs/main/nodes_12/depth_3/529.gml,0.7796220358895722,[-1.72433389 -2.69287746],27
graphs/main/nodes_12/depth_3/530.gml,0.8039136494419233,[ 1.76166962 -1.19905501],51
graphs/main/nodes_12/depth_3/531.gml,0.7636795357048469,[1.34896393 2.36627295],30
graphs/main/nodes_12/depth_3/532.gml,0.7336133955447962,[ 1.34388855 -2.30563165],30
graphs/main/nodes_12/depth_3/533.gml,0.7753466701981019,[ 1.35392658 -0.72049798],39
graphs/main/nodes_12/depth_3/534.gml,0.8514001477486194,[-2.96585804 -0.28124388],87
graphs/main/nodes_12/depth_3/535.gml,0.751859344913225,[1.75328323 0.69618302],87
graphs/main/nodes_12/depth_3/536.gml,0.7653207088454433,[2.22846741 2.3736304 ],48
graphs/main/nodes_12/depth_3/537.gml,0.7592592592592415,[-0.78539793  2.40020031],18
graphs/main/nodes_12/depth_3/538.gml,0.7298331103118404,[ 0.90083063 -1.98062695],42
graphs/main/nodes_12/depth_3/539.gml,0.7413793103439441,[-2.35619087 -2.2856458 ],33
graphs/main/nodes_12/depth_3/540.gml,0.7719772491880492,[-1.37737273  1.96409244],117
graphs/main/nodes_12/depth_3/541.gml,0.7802327521312266,[-1.79663524 -0.79010202],30
graphs/main/nodes_12/depth_3/542.gml,0.7517459402976813,[-1.34040569 -1.99927489],36
graphs/main/nodes_12/depth_3/543.gml,0.8494753126371708,[-1.75020392  2.73242926],30
graphs/main/nodes_12/depth_3/544.gml,0.8284769241977088,[-1.74423467 -1.17771265],27
graphs/main/nodes_12/depth_3/545.gml,0.7713195493133728,[ 1.35115019 -2.36272567],57
graphs/main/nodes_12/depth_3/546.gml,0.6923770749075778,[2.02394919 0.28466936],45
graphs/main/nodes_12/depth_3/547.gml,0.7241379310344461,[-0.78539765  2.40018667],18
graphs/main/nodes_12/depth_3/548.gml,0.8036509651334685,[-1.76187026 -2.73711903],72
graphs/main/nodes_12/depth_3/549.gml,0.6795945848116508,[-1.00320838 -1.79084231],27
graphs/main/nodes_12/depth_3/550.gml,0.702444824372022,[-1.97949406 -2.74391365],33
graphs/main/nodes_12/depth_3/551.gml,0.7241379310343035,[-2.35619657 -0.44333264],24
graphs/main/nodes_12/depth_3/552.gml,0.7686860685419435,[-1.38613983 -1.94200583],66
graphs/main/nodes_12/depth_3/553.gml,0.7333333333323419,[2.35619678 2.24246702],21
graphs/main/nodes_12/depth_3/554.gml,0.7273225048682046,[-1.68268167 -2.79068759],33
graphs/main/nodes_12/depth_3/555.gml,0.7681988177247746,[1.35349147 2.25855979],30
graphs/main/nodes_12/depth_3/556.gml,0.7583149675285638,[ 1.31704272 -0.36169799],42
graphs/main/nodes_12/depth_3/557.gml,0.8239995709161098,[2.96985031 1.84234955],63
graphs/main/nodes_12/depth_3/558.gml,0.7444915963732622,[-1.37771901  1.92652268],39
graphs/main/nodes_12/depth_3/559.gml,0.7902348247229193,[-1.78450473 -2.00988192],24
graphs/main/nodes_12/depth_3/560.gml,0.7734611293364835,[-1.79959345 -2.03402795],39
graphs/main/nodes_12/depth_3/561.gml,0.8400503383462493,[-2.96806319 -1.85191315],45
graphs/main/nodes_12/depth_3/562.gml,0.8272459327870109,[ 1.39701159 -1.26483941],33
graphs/main/nodes_12/depth_3/563.gml,0.7447330901854451,[-1.0247259  -2.15408289],36
graphs/main/nodes_12/depth_3/564.gml,0.7244325522547935,[-1.74744896 -0.99549932],30
graphs/main/nodes_12/depth_3/565.gml,0.7588670740467437,[1.70372372 1.14638911],57
graphs/main/nodes_12/depth_3/566.gml,0.7599999999999807,[ 0.78539855 -1.28981363],24
graphs/main/nodes_12/depth_3/567.gml,0.7887895245154057,[-1.7773953  -2.74628625],30
graphs/main/nodes_12/depth_3/568.gml,0.7297963962305604,[-1.80910645 -2.763253  ],24
graphs/main/nodes_12/depth_3/569.gml,0.7716762974943061,[ 1.76990375 -2.26869597],42
graphs/main/nodes_12/depth_3/570.gml,0.8459939972901876,[ 0.1585817  -0.26231112],48
graphs/main/nodes_12/depth_3/571.gml,0.7999999999999993,[-0.785398    1.66609057],18
graphs/main/nodes_12/depth_3/572.gml,0.6666666666651457,[-0.78540702  2.39998745],18
graphs/main/nodes_12/depth_3/573.gml,0.7594233756554256,[ 1.38602267 -1.21552448],33
graphs/main/nodes_12/depth_3/574.gml,0.7905751053041644,[1.77931247 2.02589844],36
graphs/main/nodes_12/depth_3/575.gml,0.8079157783016809,[-1.40465461  2.83997479],39
graphs/main/nodes_12/depth_3/576.gml,0.7398541036289793,[ 1.35057302 -0.75156895],78
graphs/main/nodes_12/depth_3/577.gml,0.795435488335659,[ 1.39107133 -0.3327797 ],42
graphs/main/nodes_12/depth_3/578.gml,0.7832746847634792,[ 1.3684357  -0.77923935],54
graphs/main/nodes_12/depth_3/579.gml,0.7747057834934926,[-1.3755846  1.9757595],33
